symbol,gics8,hier.text_157
A,35203010,29
AA,15104010,12
AAC,35102020,28
AAMC,60102040,56
AAME,40301030,76
AAN,25504060,26
AAOI,45201020,88
AAON,20102010,142
AAP,25504050,7
AAPL,45202030,6
AAT,60101010,102
AAWW,20301010,65
AB,40203010,1
ABAX,35101010,148
ABBV,35201010,10
ABC,35102010,85
ABCB,40101015,37
ABCD,25302010,101
ABCO,20202020,36
ABDC,40203010,3
ABG,25504050,7
ABIO,35201010,10
ABM,20201050,149
ABMD,35101010,51
ABR,40204010,89
ABT,35101010,0
ABTL,45101010,4
ACAD,35201010,10
ACC,60101060,56
ACCO,20201060,28
ACET,35102010,146
ACFC,40102010,90
ACHC,35102020,133
ACHN,35201010,10
ACIW,45103010,156
ACLS,45301010,27
ACM,20103010,109
ACNB,40101015,37
ACOR,35201010,10
ACRE,40204010,89
ACRX,35202010,153
ACSF,40203010,3
ACTA,45101010,35
ACTG,20202020,155
ACU,20201060,28
ACXM,45102010,38
ADBE,45103010,6
ADC,60101070,102
ADGE,55105010,59
ADI,45301020,108
ADK,35102020,80
ADM,30202010,48
ADMA,35201010,148
ADMP,35202010,10
ADMS,35201010,10
ADP,45102020,81
ADRO,35201010,77
ADS,45102020,38
ADSK,45103010,30
ADTN,45201020,63
ADUS,35102015,0
ADXS,35201010,77
AE,10102030,55
AEE,55103010,47
AEGN,20103010,28
AEHR,45301010,123
AEIS,45301010,54
AEL,40301020,92
AEO,25504010,120
AEP,55101010,47
AERI,35202010,10
AES,55105010,114
AET,35102030,103
AETI,20104010,54
AEY,45203030,25
AF,40102010,90
AFG,40301030,76
AFH,40301040,76
AFL,40301020,103
AFSI,40301040,34
AGCO,20106015,39
AGEN,35201010,32
AGIO,35201010,20
AGM,40102010,28
AGNC,40204010,78
AGRX,35202010,10
AGX,20103010,70
AGYS,45203030,60
AHC,25401040,15
AHGP,10102050,31
AHH,60101010,102
AHP,60101030,75
AHPI,35101010,0
AHT,60101030,75
AI,40203010,78
AIG,40301030,76
AIMC,20106020,74
AIN,20106020,28
AINV,40203010,3
AIQ,35102015,8
AIR,20101010,74
AIRI,20101010,113
AIT,20107010,150
AIV,60101060,125
AIZ,40301030,26
AJG,40301010,34
AJRD,20101010,74
AJX,40204010,89
AKAM,45101010,6
AKAO,35202010,10
AKBA,35201010,10
AKR,60101070,121
AKRX,35202010,146
AKS,15104050,61
AL,20107010,65
ALB,15101050,17
ALCO,30202010,28
ALDR,35201010,32
ALDW,10102030,55
ALDX,35201010,10
ALE,55101010,114
ALEX,60102010,69
ALG,20106010,39
ALGN,35101020,30
ALGT,20302010,65
ALIM,35202010,10
ALJ,10102030,55
ALK,20302010,65
ALL,40301040,34
ALLY,40202010,4
ALNY,35201010,10
ALOG,35101010,8
ALOT,45202030,74
ALQA,35101020,44
ALR,35101020,117
ALSK,50101020,82
ALSN,20106010,21
ALX,60101070,102
ALXN,35201010,10
AM,10102040,57
AMAG,35201010,10
AMAT,45301010,64
AMBA,45301020,127
AMBR,45101010,128
AMC,25401030,72
AMCX,25401020,25
AMD,45301020,27
AME,20104010,59
AMED,35102015,80
AMG,40203010,1
AMGN,35201010,10
AMH,60101060,56
AMID,10102040,73
AMKR,45301010,123
AMNB,40101015,115
AMOT,20104010,74
AMP,40203010,1
AMPE,35202010,10
AMPH,35202010,146
AMRB,40101015,9
AMRC,20103010,114
AMRI,35203010,29
AMRK,40201040,28
AMRS,10102030,48
AMS,35102015,8
AMSC,20104010,114
AMSF,40301040,34
AMSWA,45103010,128
AMT,60101080,56
AMTD,40203020,98
AMTX,10102030,97
AMWD,20102010,45
AMZN,25502020,26
AN,25504050,7
ANAT,40301030,76
ANCX,40101015,37
ANDE,30101020,97
ANET,45201020,63
ANF,25504010,28
ANGI,45101010,26
ANGO,35101010,51
ANH,40204010,78
ANIK,35101020,44
ANIP,35202010,146
ANSS,45103010,27
ANTH,35201010,10
ANTM,35102030,103
AOI,30203010,84
AOS,20102010,49
AOSL,45301020,54
AP,15104050,61
APA,10102020,66
APAM,40203010,1
APC,10102020,112
APD,15101040,59
APDN,45203010,52
APEI,25302010,101
APH,45203015,96
APO,40203010,1
APOG,20102010,43
APPS,45103010,6
APRI,35202010,10
APTS,60101060,125
APU,55102010,83
AR,10102020,57
ARAY,35101010,8
ARC,20201060,62
ARCB,20304020,33
ARCC,40203010,3
ARCI,25504040,13
ARCW,20106020,113
ARCX,10102040,55
ARDM,35202010,10
ARDX,35201010,10
ARE,60101040,102
ARES,40203010,1
AREX,10102020,106
ARI,40204010,89
ARII,20106010,11
ARIS,45101010,60
ARKR,25301040,104
ARLP,10102050,31
ARMK,25301040,149
ARNA,35201010,10
AROW,40101015,115
ARQL,35201010,20
ARR,40204010,78
ARRS,45201020,63
ARRY,35201010,77
ARTNA,55104010,49
ARTW,20106015,39
ARTX,20101010,19
ARW,45203030,27
ARWR,35201010,10
ASB,40101015,122
ASCMA,25302020,45
ASFI,40202010,4
ASGN,20202010,18
ASH,15101050,17
ASH,15101050,17
ASMB,35202010,10
ASNA,25504010,120
ASPN,10101020,28
ASRV,40101015,122
AST,35201010,100
ASTC,20101010,28
ASTE,20106010,59
ASUR,45103010,60
ASYS,45301010,64
AT,55105010,114
ATEC,35101010,44
ATEN,45103020,63
ATHN,35103010,85
ATHX,35201010,10
ATI,15104050,12
ATLC,40202010,4
ATLO,40101015,90
ATNI,50101020,82
ATNM,35201010,20
ATO,55102010,94
ATR,15103010,46
ATRA,35201010,100
ATRC,35101010,51
ATRI,35101020,0
ATRO,20101010,74
ATRS,35101020,146
ATSG,20301010,65
ATVI,45103030,72
ATW,10101010,119
AUMN,15104040,14
AVA,55103010,47
AVAV,20101010,19
AVB,60101060,125
AVD,15101030,28
AVEO,35201010,32
AVGR,35101010,51
AVHI,25201030,41
AVID,45202030,6
AVNW,45201020,2
AVT,45203030,27
AVX,45203015,19
AVY,15103020,17
AWI,20102010,43
AWK,55104010,49
AWR,55104010,49
AWRE,45103010,60
AWX,20201050,152
AXAS,10102020,106
AXDX,35203010,117
AXE,45203030,96
AXGN,35101010,44
AXL,25101010,21
AXP,40202010,26
AXR,20201070,69
AXTA,15101050,124
AXTI,45301010,27
AYI,20104010,131
AYR,20107010,65
AZO,25504050,7
AZPN,45103010,128
AZZ,20104020,150
B,20106020,74
BA,20101010,154
BABY,35101010,27
BAC,40101010,122
BAH,45102010,60
BANC,40101015,9
BANF,40101015,115
BANR,40101015,9
BASI,35203010,29
BAX,35101010,0
BBBY,25504060,13
BBG,10102020,106
BBGI,25401020,23
BBOX,45201020,27
BBRG,25301040,104
BBSI,20202010,18
BBT,40101015,122
BBW,25504040,5
BBY,25504020,26
BC,25202010,107
BCBP,40101015,9
BCC,15105010,71
BCEI,10102020,66
BCLI,35201010,100
BCO,20201080,45
BCOR,45101010,134
BCOV,45101010,127
BCPC,15101050,40
BCR,35101010,51
BCRX,35201010,10
BDC,45203015,2
BDGE,40101015,9
BDL,25301040,104
BDN,60101040,102
BDR,45201020,127
BDSI,35202010,153
BDX,35101010,29
BEAT,35102015,51
BEBE,25504010,120
BECN,20107010,43
BELFB,45201020,96
BEN,40203010,1
BERY,15103010,17
BFAM,25302010,0
BFIN,40102010,9
BFS,60101070,121
BG,30202010,48
BGC,20104010,96
BGCP,40203020,98
BGFV,25504040,50
BGG,20106020,59
BGS,30202030,16
BH,25301040,104
BHB,40101015,115
BHBK,40101015,115
BHE,45203020,87
BHI,10101020,118
BHLB,40101015,115
BID,25302020,28
BIG,25503020,13
BIIB,35201010,10
BIO,35203010,29
BIOC,35201010,117
BIOL,35101010,30
BIOS,35102015,0
BJRI,25301040,104
BK,40203010,99
BKCC,40203010,3
BKD,35102020,58
BKE,25504010,120
BKEP,10102040,55
BKH,55103010,47
BKJ,40101015,9
BKMU,40102010,90
BKS,25504040,15
BKSC,40101015,115
BKU,40101015,9
BLBD,20106010,21
BLCM,35201010,100
BLDR,20102010,71
BLFS,35101020,100
BLIN,45101010,6
BLK,40203010,1
BLKB,45103010,35
BLL,15103010,46
BLMN,25301040,104
BLMT,40102010,9
BLPH,35101010,10
BLUE,35201010,100
BMI,45203010,49
BMRC,40101015,9
BMRN,35201010,10
BMS,15103020,46
BMTC,40101015,37
BMY,35202010,10
BNCL,40102010,90
BNCN,40101015,9
BNFT,45101010,85
BOBE,25301040,16
BOCH,40101015,9
BOFI,40102010,9
BOH,40101015,122
BOJA,25301040,104
BOKF,40101015,122
BONT,25503010,120
BOOM,20106020,59
BOOT,25504010,5
BOX,45101010,6
BPFH,40101015,99
BPI,25302010,101
BPL,10102040,55
BPMC,35201010,20
BPOP,40101015,37
BPT,10102020,53
BPTH,35202010,20
BR,45102020,36
BRC,20201010,59
BRCD,45201020,63
BREW,30201010,28
BRG,60101060,102
BRKL,40101015,115
BRKR,35203010,29
BRKS,45301010,59
BRN,10102020,118
BRO,40301010,34
BRS,10101020,22
BRSS,20106020,12
BRT,60101060,102
BRX,60101070,121
BSET,25201020,42
BSF,40102010,9
BSFT,45103010,35
BSM,10102020,28
BSQR,45103010,60
BSRR,40101015,9
BSTC,35201010,10
BSX,35101010,51
BTN,25401030,6
BTU,10102050,31
BTX,35201010,100
BURL,25504010,120
BUSE,40101015,156
BV,45101010,6
BVSN,45101010,60
BVX,35101010,44
BWA,25101010,21
BWEN,20104020,114
BWFG,40101015,90
BWINB,40301040,34
BWLD,25301040,104
BWP,10102040,94
BX,40203010,1
BXC,20107010,71
BXMT,40204010,89
BXP,60101040,102
BXS,40101015,37
BYBK,40101015,9
BYD,25301010,132
BZH,25201030,41
C,40101010,122
CA,45103020,60
CAB,25504040,50
CAC,40101015,115
CACB,40101015,90
CACC,40202010,4
CACI,45102010,147
CACQ,25301010,132
CAG,30202030,16
CAH,35102010,85
CAKE,25301040,104
CALA,35201010,77
CALD,45103010,60
CALM,30202030,28
CALX,45201020,63
CAMP,45201020,110
CAPL,10102040,5
CAPN,35101010,10
CAPR,35201010,10
CAR,20304020,21
CARA,35201010,153
CARB,45101010,27
CARO,40101015,37
CART,40101015,115
CARV,40102010,9
CASH,40102010,9
CASI,35201010,77
CASM,35101010,0
CASS,45102020,36
CASY,30101030,5
CAT,20106010,59
CATM,45102020,45
CATO,25504010,120
CATY,40101015,9
CAVM,45301020,63
CAW,30302010,130
CBAN,40101015,9
CBAY,35202010,10
CBB,50101020,82
CBF,40101015,90
CBFV,40101015,90
CBG,60102040,56
CBK,25504010,120
CBL,60101070,121
CBLI,35201010,77
CBM,35203010,146
CBMG,35201010,100
CBMX,35203010,117
CBOE,40203040,98
CBPX,20102010,111
CBRL,25301040,104
CBS,25401020,6
CBSH,40101015,122
CBT,15101010,17
CBU,40101015,37
CBZ,20202020,85
CCBG,40101015,122
CCC,15101010,17
CCF,15101050,17
CCI,60101080,56
CCK,15103010,46
CCL,25301020,137
CCMP,45301010,27
CCNE,40101015,115
CCO,25401010,23
CCOI,50101010,35
CCRN,35102015,18
CCS,25201030,41
CCUR,45202030,127
CDE,15104045,14
CDI,20202010,18
CDK,45103010,23
CDNS,45103010,27
CDR,60101070,121
CDTI,25101010,59
CDTX,35201010,10
CDW,45203030,60
CDXS,15101050,146
CDZI,55104010,49
CE,15101050,17
CECE,20201050,59
CECO,25302010,101
CELG,35201010,10
CELP,20201050,22
CEMI,35101020,117
CEMP,35202010,10
CENTA,30301010,13
CENX,15104010,12
CEQP,10102040,73
CERN,35103010,85
CERS,35101020,148
CERU,35201010,77
CEVA,45301020,27
CF,15101030,139
CFBK,40102010,90
CFFI,40101015,37
CFFN,40102010,9
CFG,40101015,122
CFI,25203030,28
CFNB,40101015,115
CFR,40101015,99
CFRX,35201010,32
CFX,20106020,150
CG,40203010,3
CGI,20304020,33
CGNT,35101010,0
CGNX,45203010,0
CHCI,25201030,102
CHCO,40101015,115
CHD,30301010,0
CHDN,25301010,132
CHE,35102015,28
CHEF,30101020,16
CHFC,40101015,115
CHFN,40102010,9
CHGG,25302010,101
CHH,25301020,75
CHK,10102020,129
CHKE,25203010,28
CHKR,10102020,53
CHMG,40101015,37
CHMI,40204010,78
CHRS,35201010,10
CHRW,20301010,33
CHS,25504010,120
CHSP,60101030,75
CHTR,25401025,82
CHUY,25301040,104
CI,35102030,92
CIA,40301020,92
CIDM,25401030,6
CIE,10102020,66
CIEN,45201020,63
CIM,40204010,78
CINF,40301040,76
CIR,20106020,74
CIT,40101015,122
CIVB,40101015,90
CIVI,35102015,85
CIX,20201060,141
CKH,10101020,119
CL,30301010,0
CLCT,25302020,28
CLD,10102050,31
CLDT,60101030,75
CLDX,35201010,32
CLF,15104050,28
CLFD,45201020,88
CLGX,45102020,36
CLH,20201050,95
CLI,60101040,102
CLIR,45203010,59
CLMT,10102030,17
CLNE,10102030,94
CLR,10102020,106
CLRB,35201010,77
CLRO,45201020,27
CLSN,35201010,20
CLUB,25301030,152
CLVS,35201010,20
CLW,15105020,46
CLX,30301010,0
CMA,40101010,122
CMC,15104050,61
CMCO,20106020,39
CMCSA,25401025,25
CMCT,40204010,102
CME,40203040,98
CMFN,40203010,3
CMG,25301040,104
CMI,20106010,59
CMLS,25401020,23
CMO,40204010,78
CMP,15104020,48
CMRX,35201010,10
CMS,55103010,47
CMT,15101010,17
CMTL,45201020,110
CNA,40301040,34
CNAT,35201010,10
CNBKA,40101015,115
CNC,35102030,85
CNCE,35201010,10
CNK,25401030,72
CNMD,35101010,44
CNNX,10102040,57
CNO,40301020,92
CNOB,40101015,9
CNP,55103010,94
CNS,40203010,1
CNSL,50101020,82
CNTY,25301010,132
CNX,10102050,129
CNXR,35103010,103
COBZ,40101015,37
CODI,40201030,3
COF,40202010,122
COG,10102020,129
COH,25203010,5
COHR,45203010,88
COHU,45301010,123
COKE,30201030,24
COL,20101010,154
COLB,40101015,122
COLL,35202010,153
COLM,25203010,50
COMM,45201020,2
CONE,60101080,52
CONN,25504020,4
COO,35101020,0
COOL,45103030,44
COP,10102020,112
COR,60101080,52
CORE,25501010,5
CORI,35202010,10
CORR,60101080,56
CORT,35202010,10
COST,30101040,16
COT,30201030,24
COTY,30302010,130
COUP,45101010,60
COVS,45103020,52
COWN,40203020,99
CPB,30202030,16
CPE,10102020,106
CPF,40101015,122
CPHC,25301010,132
CPK,55102010,47
CPLA,25302010,101
CPN,55105010,114
CPRT,20201070,21
CPRX,35201010,10
CPS,25101010,59
CPSI,35103010,85
CPSS,40202010,4
CPST,20104020,59
CPT,60101060,125
CPTA,40203010,3
CQH,10102040,86
CQP,10102040,86
CR,20106020,74
CRAI,20202020,36
CRAY,45202030,52
CRBP,35201010,10
CRC,10102020,106
CRCM,45101010,0
CRDS,45202030,28
CREE,45301020,131
CRI,25203010,5
CRIS,35201010,20
CRK,10102020,129
CRL,35203010,29
CRM,45103010,35
CRMD,35201010,10
CRMT,25504050,21
CROX,25203020,50
CRR,10101020,22
CRS,15104050,12
CRT,10102020,53
CRTN,45102010,36
CRUS,45301020,108
CRVL,35102015,60
CRWS,25203030,28
CRY,35101010,51
CRZO,10102020,129
CSBK,40102010,9
CSCO,45201020,63
CSFL,40101015,9
CSGP,45101010,56
CSGS,45102020,52
CSII,35101010,51
CSL,20105010,28
CSLT,35103010,85
CSOD,45101010,81
CSPI,45102010,60
CSS,25201050,26
CST,25504050,5
CSU,35102020,58
CSV,25302020,143
CSWC,40203010,3
CSX,20304010,11
CTAS,20201070,149
CTB,25101020,144
CTBI,40101015,90
CTG,45102010,18
CTHR,25203010,28
CTIC,35201010,20
CTL,50101020,82
CTLT,35202010,29
CTO,60102010,69
CTRE,60101050,58
CTRL,45203010,27
CTRN,25504010,120
CTRV,35202010,10
CTS,45203020,27
CTSH,45102010,36
CTSO,35101010,148
CTT,60101080,126
CTWS,55104010,49
CTXS,45103010,60
CUB,20101010,147
CUBE,60101080,93
CUBI,40101015,9
CUDA,45103020,140
CUI,45203010,59
CUNB,40101015,9
CUO,20102010,142
CUR,35201010,100
CUTR,35101010,30
CUZ,60101040,102
CVA,20201050,95
CVBF,40101015,115
CVCO,25201030,41
CVCY,40101015,115
CVEO,20201070,149
CVG,45102020,38
CVGI,20106010,21
CVGW,30202030,16
CVI,10102030,139
CVLT,45103020,52
CVLY,40101015,115
CVO,20201010,62
CVRR,10102030,55
CVS,30101010,68
CVTI,20304020,33
CVU,20101010,113
CVV,45301010,64
CVX,10102010,55
CW,20101010,74
CWAY,40102010,90
CWST,20201050,95
CWT,55104010,49
CXO,10102020,106
CXP,60101040,102
CXW,60101080,149
CY,45301020,135
CYBE,45301010,30
CYCC,35201010,20
CYH,35102020,133
CYTK,35201010,10
CYTR,35201010,20
CYTX,35201010,100
CZNC,40101015,115
CZR,25301010,132
D,55103010,94
DAIO,45203020,52
DAKT,45203010,27
DAL,20302010,65
DAN,25101010,21
DAR,30202010,48
DATA,45103020,52
DAVE,25301040,28
DBD,45202030,45
DCI,20106020,59
DCO,20101010,113
DCOM,40102010,90
DCT,60101020,102
DD,15101020,17
DDD,45202030,30
DDE,25301010,145
DDR,60101070,121
DDS,25503010,120
DE,20106015,39
DEA,60101040,56
DECK,25203020,50
DEI,60101040,102
DEL,15105010,126
DENN,25301040,104
DEPO,35202010,153
DERM,35202010,10
DEST,25504010,120
DF,30202030,28
DFS,40202010,4
DFT,60101080,52
DG,25503020,13
DGAS,55102010,94
DGI,20101010,6
DGICA,40301040,76
DGII,45201020,2
DGLY,45203010,127
DGX,35102015,117
DHI,25201030,41
DHIL,40203010,1
DHR,35101010,29
DHX,45101010,18
DIN,25301040,104
DIOD,45301020,54
DIS,25401030,25
DISCA,25401020,25
DISH,25401025,82
DJCO,25401040,60
DK,10102030,55
DKL,10102040,55
DKS,25504040,50
DLA,25203010,120
DLB,45203015,6
DLHC,20202010,85
DLR,60101080,102
DLTR,25503020,13
DLX,20201010,62
DM,10102040,94
DMLP,10102020,53
DMRC,45103010,45
DNB,20202020,36
DNKN,25301040,104
DNOW,20107010,128
DNR,10102020,66
DO,10101010,119
DOC,60101050,102
DOOR,20102010,43
DOV,20106020,59
DOW,15101020,17
DPLO,35102015,68
DPS,30201030,24
DPW,20104010,54
DPZ,25301040,5
DRAD,35102015,8
DRAM,45202030,135
DRE,60101020,102
DRH,60101030,75
DRI,25301040,104
DRNA,35201010,10
DRQ,10101020,119
DRRX,35202010,153
DSPG,45301020,27
DSS,45103020,62
DST,45102020,36
DSW,25504010,50
DTE,55103010,47
DUK,55101010,47
DV,25302010,101
DVA,35102015,0
DVAX,35201010,10
DVCR,35102020,80
DVD,25301030,145
DVN,10102020,112
DWCH,45103010,52
DWSN,10101020,79
DX,40204010,78
DXCM,35101010,0
DXLG,25504010,120
DXPE,20107010,128
DXYN,25201020,43
DY,20103010,70
DYNT,35101010,0
DYSL,45203010,88
EA,45103030,72
EARN,40204010,78
EAT,25301040,104
EBAY,45101010,26
EBF,20201010,62
EBIO,35201010,10
EBIX,45103010,34
EBMT,40101015,90
EBS,35201010,10
EBSB,40102010,90
EBTC,40101015,90
ECHO,20301010,33
ECL,15101050,16
ECOL,20201050,95
ECOM,45101010,60
ECPG,40202010,4
ECR,10102020,129
ECT,10102020,53
ECYT,35202010,77
ED,55103010,47
EDGW,45102010,36
EDR,60101060,56
EDUC,25501010,15
EE,55101010,114
EEFT,45102020,156
EEI,20201050,109
EEP,10102040,73
EEQ,10102040,73
EFC,40203010,78
EFII,45202030,62
EFOI,20104010,131
EFSC,40101015,122
EFX,20202020,36
EGAN,45101010,26
EGAS,55102010,94
EGBN,40101015,9
EGHT,45103010,35
EGL,20101010,147
EGLT,35202010,153
EGN,10102020,106
EGOV,45101010,60
EGP,60101020,102
EGRX,35201010,10
EGY,10102020,66
EHTH,40301010,103
EIG,40301040,34
EIGI,45101010,26
EIX,55101010,47
EL,30302010,130
ELGX,35101020,0
ELLI,45103010,26
ELMD,35101010,28
ELON,45203020,27
ELS,60101060,56
ELY,25202010,152
EMAN,45203020,27
EMCI,40301040,34
EME,20103010,70
EMES,10102030,22
EMKR,45201020,88
EML,20106020,45
EMMS,25401020,23
EMN,15101020,17
EMR,20104010,74
ENBL,10102040,73
ENG,10101020,109
ENLC,10102040,112
ENLK,10102030,112
ENOC,45103010,60
ENPH,20104010,27
ENR,30301010,19
ENRJ,10102020,66
ENS,20104010,19
ENSG,35102020,80
ENSV,10101020,49
ENT,25401030,2
ENTA,35201010,10
ENTG,45301010,64
ENTL,35101010,0
ENV,45101010,1
ENZ,35203010,29
EOG,10102020,106
EPAM,45102010,60
EPAY,45103010,156
EPD,10102040,73
EPE,10102020,106
EPM,10102020,66
EPR,60101080,72
EPZM,35201010,20
EQC,60101040,102
EQGP,10102040,57
EQIX,60101080,35
EQM,10102040,57
EQR,60101060,125
EQT,10102020,57
ERA,10101020,22
ERI,25301010,132
ERIE,40301040,34
ERII,20106020,22
ERN,10102020,66
ES,55101010,47
ESBA,60101010,102
ESCA,25202010,50
ESE,20106020,2
ESIO,45203010,64
ESL,20101010,74
ESP,20104010,54
ESPR,35201010,10
ESRT,60101010,102
ESRX,35102015,68
ESS,60101060,125
ESSA,40102010,9
ESTE,10102020,106
ESXB,40101015,115
ETE,10102040,73
ETFC,40203020,98
ETH,25201020,13
ETM,25401020,23
ETR,55101010,114
ETRM,35101010,44
ETSY,25502020,26
EV,40203010,1
EVA,10102050,71
EVBS,40101015,115
EVC,25401020,25
EVEP,10102020,106
EVER,40102010,122
EVHC,35102015,133
EVI,20107010,59
EVLV,25502020,13
EVOK,35202010,10
EVOL,45103010,52
EVR,40203020,99
EVTC,45102020,156
EW,35101010,51
EWBC,40101015,9
EXA,45103010,27
EXAC,35101010,44
EXAS,35201010,117
EXC,55101010,47
EXEL,35201010,77
EXLS,45102020,36
EXP,15102010,111
EXPD,20301010,33
EXPE,25502020,116
EXPO,20202020,109
EXPR,25504010,120
EXR,60101080,93
EXTR,45201020,63
EXXI,10102020,66
EYES,35101010,0
EZPW,40202010,4
F,25102010,21
FAC,40301040,76
FAF,40301040,91
FALC,45103020,52
FANG,10102020,106
FARM,30202030,24
FARO,45203010,30
FAST,20107010,150
FATE,35201010,100
FB,45101010,26
FBC,40102010,37
FBHS,20102010,45
FBIO,35201010,77
FBIZ,40101015,115
FBMS,40101015,9
FBNC,40101015,115
FBNK,40101015,90
FBP,40101015,37
FBRC,40203020,99
FC,20202020,60
FCBC,40101015,37
FCCO,40101015,9
FCCY,40101015,9
FCEL,20104010,151
FCF,40101015,115
FCFS,40202010,4
FCH,60101030,75
FCN,20202020,36
