tic,weburl
VLTC,www.voltari.com
TASR,www.taser.com
BGFV,www.big5sportinggoods.com
ACFC,www.atlanticcoastbank.net
SSH,www.sunshineheart.com
TNDM,www.tandemdiabetes.com
TRVN,www.trevenainc.com
SWAY,www.starwoodwaypoint.com
MBUU,www.malibuboats.com
UNTD,www.unitedonline.net
OAK,www.oaktreecapital.com
BIG,www.biglots.com
MS,www.morganstanley.com
COTY,www.coty.com
WSR,www.whitestonereit.com
RNDY,www.roundys.com
SMSI,www.smithmicro.com
GSIG,www.gsig.com
HNNA,www.hennessyadvisors.com
EME,www.emcorgroup.com
KAMN,www.kaman.com
KTCC,www.keytronicems.com
TSC,www.tristatecapitalbank.com
CTXS,www.citrix.com
APU,www.amerigas.com
IPAS,www.ipass.com
DJCO,www.dailyjournal.com
ACM,www.aecom.com
DAVE,www.famousdaves.com
AHT,www.ahtreit.com
BGC,www.generalcable.com
NYMT,www.nymtrust.com
PRSN,www.bsdmedical.com
MHK,www.mohawkind.com
KSS,www.KohlsCorporation.com
SIFI,www.mysifi.com
CNMD,www.conmed.com
EFII,www.efi.com
KAI,www.kadant.com
MPW,www.medicalpropertiestrust.com
INBK,www.firstinternetbancorp.com
HUN,www.huntsman.com
TILE,www.interface.com
HMHC,www.hmhco.com
SCHN,www.schnitzersteel.com
HFBC,www.bankwithheritage.com
CTSO,www.cytosorbents.com
MGM,www.mgmresorts.com
ESCR,www.escaleraresources.com
DUK,www.duke-energy.com
DNB,www.dnb.com
UFPT,www.ufpt.com
MCBC,www.macatawabank.com
VG,www.vonage.com
FNFG,www.firstniagara.com
SCMP,www.sucampo.com
CCK,www.crowncork.com
CLBH,www.carolinabank.com
ROX,www.castlebrandsinc.com
RPT,www.ramcogershenson.com
TEP,www.tallgrassenergylp.com
CAPL,www.crossamericapartners.com
TRS,www.trimascorp.com
MIK,www.michaels.com
MU,www.micron.com
NPBC,www.nationalpennbancshares.com
IHC,www.independenceholding.com
WSBC,www.wesbanco.com
XXII,www.xxiicentury.com
BLFS,www.biolifesolutions.com
FR,www.firstindustrial.com
HMNF,www.hmnf.com
HWCC,www.houwire.com
ACU,www.acmeunited.com
RWC,www.relm.com
AE,www.adamsresources.com
GBSN,www.gbscience.com
SNR,www.newseniorinv.com
ISRG,www.intuitivesurgical.com
BRKR,www.bruker.com
MHH,www.mastech.com
RST,www.rosettastone.com
HNI,www.honi.com
HH,www.hooperholmes.com
ESI,www.ittesi.com
BBY,www.bestbuy.com
ZQK,www.quiksilverinc.com
FRPH,www.patriottrans.com
BIOL,www.biolase.com
HIBB,www.hibbett.com
AFL,www.aflac.com
ARL,www.amrealtytrust.com
LBRDK,www.libertybroadband.com
KMPR,www.kemper.com
SGRP,www.sparinc.com
AJX,www.great-ajax.com
PKG,www.packagingcorp.com
NES,www.nuverra.com
GWGH,www.gwglife.com
CIEN,www.ciena.com
AR,www.anteroresources.com
ANH,www.anworth.com
TEN,www.tenneco.com
LAWS,www.lawsonproducts.com
CORI,www.coriumgroup.com
AGTC,www.agtc.com
MTBC,www.mtbc.com
ISSC,www.innovative-ss.com
GEVO,www.gevo.com
3WIZD,www.wizardworld.com
TERP,www.terraform.com
ZFGN,www.zafgen.com
SLCA,www.ussilica.com
SFE,www.safeguard.com
SKX,www.skechers.com
VHC,www.virnetx.com
TC,www.thompsoncreekmetals.com
PRFT,www.perficient.com
STBZ,www.statebt.com
AVID,www.avid.com
GPN,www.globalpaymentsinc.com
NBHC,www.nationalbankholdings.com
RPM,www.rpminc.com
IDXX,www.idexx.com
AES,www.aes.com
QUAD,www.qg.com
ASTE,www.astecindustries.com
ZMH,www.zimmer.com
ABG,www.asburyauto.com
ABCO,www.advisory.com
FF,www.futurefuelcorporation.com
ODC,www.oildri.com
CELP,www.cypressenergy.com
JAXB,www.jaxbank.com
EGAN,www.egain.com
UAL,www.unitedcontinentalholdings.com
ISNS,www.imagesensing.com
CCI,www.crowncastle.com
LIME,www.lime-energy.com
GMAN,www.gordmans.com
PACB,www.pacificbiosciences.com
DMD,www.demandmedia.com
MD,www.mednax.com
BANR,www.banrbank.com
CRI,www.carters.com
CBG,www.cbre.com
GXP,www.greatplainsenergy.com
AMNB,www.amnb.com
MKTO,www.marketo.com
CST,www.cstbrands.com
NWSA,newscorp.com
TGTX,www.tgtherapeutics.com
RDEN,www.elizabetharden.com
HSON,www.hudson.com
DISH,www.dish.com
SAFT,www.safetyinsurance.com
NEE,www.nexteraenergy.com
TIGR,www.tigerlogic.com
MEIP,www.meipharma.com
PKT,www.proceranetworks.com
MFLX,www.mflex.com
PLUS,www.eplus.com
GOOD,www.GladstoneCommercial.com
AEL,www.american-equity.com
PLAB,www.photronics.com
TWX,www.timewarner.com
BKE,www.buckle.com
TXRH,www.texasroadhouse.com
DWA,www.dreamworksanimation.com
CTWS,www.ctwater.com
TCI,www.transconrealty-invest.com
LEAF,www.springleaffinancial.com
ALTR,www.altera.com
BFS,www.saulcenters.com
KOP,www.koppers.com
NETE,www.netelement.com
CTS,www.ctscorp.com
WWAV,www.whitewave.com
FARO,www.faro.com
FCS,www.fairchildsemi.com
WEX,www.wexinc.com
LHCG,www.lhcgroup.com
UBNK,www.unitedfinancialinc.com
IDTI,www.idt.com
IBM,www.ibm.com
GBCI,www.glacierbancorp.com
OAKS,www.fiveoaksinvestment.com
BKS,www.barnesandnobleinc.com
COST,www.costco.com
GAIN,www.gladstoneinvestment.com
ELSE,www.electro-sensors.com
FAST,www.fastenal.com
CACB,www.botc.com
ALXA,www.alexza.com
CMT,www.coremt.com
DDD,www.3dsystems.com
DAKT,www.daktronics.com
DSPG,www.dspg.com
CFI,www.culpinc.com
DHR,www.danaher.com
GABC,www.germanamericanbancorp.com
HR,www.healthcarerealty.com
AKR,www.acadiarealty.com
CSU,www.capitalsenior.com
SSBI,www.summitstatebank.com
GIS,www.generalmills.com
SPW,www.spx.com
MGI,corporate.moneygram.com
OVAS,www.ovascience.com
BEBE,www.bebe.com
CMLS,www.cumulus.com
MSB,www.mesabi-trust.com
INDB,www.rocklandtrust.com
XONE,www.exone.com
SEM,www.selectmedicalcorp.com
FOLD,www.amicustherapeutics.com
HES,www.hess.com
HNH,www.handyharman.com
JW.A,www.wiley.com
WEC,www.wisconsinenergy.com
MMSI,www.merit.com
HSGX,www.histogenics.com
BKJ,www.bonj.net
MLI,www.muellerindustries.com
AIMC,www.altramotion.com
BLIN,www.bridgelinedigital.com
MSFG,www.mainsourcefinancial.com
OPGN,www.opgen.com
TEGP,www.tallgrassenergy.com
EVA,NULL
TTEC,www.teletech.com
APOG,www.apog.com
VLGEA,www.shoprite.com
AVA,www.avistacorp.com
WPCS,www.wpcs.com
CDE,www.coeur.com
MDVX,www.medovex.com
DEA,www.easterlyreit.com
IDT,www.idt.net
NSPH,www.nanosphere.us
SYRG,www.syrginfo.com
THC,www.tenethealth.com
NWE,www.northwesternenergy.com
DGX,www.questdiagnostics.com
PHMD,www.photomedex.com
ARP,www.atlasresourcepartners.com
LMT,www.lockheedmartin.com
ALDX,www.aldeyra.com
SYN,www.syntheticbiologics.com
DHX,www.dhigroupinc.com
BKEP,www.bkep.com
MDXG,www.mimedx.com
ZGNX,www.zogenix.com
CDXS,www.codexis.com
AHPI,www.alliedhpi.com
MSON,www.misonix.com
T,www.att.com
DIN,www.dineequity.com
MTG,mtg.mgic.com
EZPW,www.ezcorp.com
FIZZ,www.nbcfiz.com
RHP,www.rymanhp.com
LXRX,www.lexpharma.com
SONS,www.sonusnet.com
INSM,www.insmed.com
PDCE,www.pdce.com
PCH,www.potlatchcorp.com
PNM,www.pnmresources.com
SBCP,www.sunshinestatefederal.com
SEE,www.sealedair.com
FNGN,www.financialengines.com
UEIC,www.uei.com
INTU,www.intuit.com
EXAS,www.exactsciences.com
MEG,www.mediageneral.com
GLAD,www.gladstonecapital.com
ROG,www.rogerscorp.com
ISIG,www.insigniasystems.com
CNX,www.consolenergy.com
SAJA,www.sajan.com
AOSL,www.aosmd.com
OI,www.o-i.com
BSQR,www.bsquare.com
Z,www.zillowgroup.com
ENPH,www.enphase.com
BBRG,www.bbrg.com
EXAM,www.examworks.com
HHC,www.howardhughes.com
IART,www.integralife.com
POOL,www.poolcorp.com
ASFI,www.astafunding.com
BANC,www.bancinc.com
EEQ,www.enbridgemanagement.com
ALNY,www.alnylam.com
QEPM,www.qepm.com
COMM,www.commscope.com
NWPX,www.nwpipe.com
GTI,www.graftech.com
BDSI,www.bdsi.com
ESP,www.espey.com
XOM,www.exxonmobil.com
ZTS,www.zoetis.com
AFAM,www.almostfamily.com
RL,www.ralphlauren.com
TBBK,www.thebancorp.com
GSIT,www.gsitechnology.com
NOV,www.natoil.com
VSAT,www.viasat.com
BK,www.bnymellon.com
BMS,www.bemis.com
COLB,www.columbiabank.com
WFBI,www.wfbi.com
CVGI,www.cvgrp.com
SYMX,www.synthesisenergy.com
ANCX,www.accessnationalbank.com
CUBE,www.cubesmart.com
SOHO,www.sotherlyhotels.com
DX,www.dynexcapital.com
RAIL,www.freightcaramerica.com
IHS,www.ihs.com
RSO,www.resourcecapitalcorp.com
EOG,www.eogresources.com
BPFH,www.bostonprivate.com
GLP,www.globalp.com
LBMH,www.liberatormedical.com
MAA,www.maac.net
MTB,www.mtb.com
FCE.A,www.forestcity.net
DAL,www.delta.com
MGCD,www.mgcdiagnostics.com
JNP,www.juniperpharma.com
RGA,www.rgare.com
SKT,www.tangeroutlet.com
CUI,www.cuiglobal.com
3FMCC,www.freddiemac.com
AIV,www.aimco.com
RS,www.rsac.com
UNB,NULL
SUMR,www.summerinfant.com
MCK,www.mckesson.com
GENC,www.gencor.com
SYPR,www.sypris.com
VRTB,www.vestinrealtymortgage2.com
AIR,www.aarcorp.com
AIRT,www.airt.net
LNT,www.alliantenergy.com
GRBK,www.greenbrickpartners.com
MG,www.mistrasgroup.com
NTRI,www.nutrisystem.com
PRPH,www.prophaselabs.com
DCT,www.dctindustrial.com
SUN,www.sunocolp.com
GSBD,NULL
APIC,www.apigee.com
BOJA,www.bojangles.com
LAMR,www.lamar.com
CSV,www.carriageservices.com
TACT,www.transact-tech.com
PNX,www.phoenixwm.com
VTNR,www.vertexenergy.com
AXP,www.americanexpress.com
AAPL,www.apple.com
VISI,www.volt.com
W,www.wayfair.com
CMN,www.cantelmedical.com
CVX,www.chevron.com
PN,www.patnat.com
ESTE,www.earthstoneenergy.com
BLPH,www.bellerophon.com
ENSG,www.ensigngroup.net
NKE,www.nikeinc.com
DNOW,www.distributionnow.com
OPB,www.opusbank.com
COT,www.cott.com
SPLK,www.splunk.com
PFMT,www.performantcorp.com
XCO,www.excoresources.com
QDEL,www.quidel.com
BAC,www.bankofamerica.com
CLRO,www.clearone.com
ECHO,www.echo.com
PCTY,www.paylocity.com
AMBR,www.amberroad.com
KTWO,www.k2m.com
CVBF,www.cbbank.com
CXO,www.conchoresources.com
JBSS,www.jbssinc.com
PVCT,www.pvct.com
STJ,www.sjm.com
PTNT,www.internetpatentscorporation.net
LOXO,www.loxooncology.com
BNK,NULL
NUTR,www.nutraceutical.com
SON,www.sonoco.com
SCL,www.stepan.com
BIIB,www.biogenidec.com
AMTG,www.apolloresidentialmortgage.com
ALGN,www.aligntech.com
SGEN,www.seattlegenetics.com
SSE,www.77nrg.com
GEVA,www.synageva.com
PICO,www.picoholdings.com
EPAY,www.bottomline.com
KFY,www.kornferry.com
PCLN,www.pricelinegroup.com
TOWN,www.townebankonline.com
MXL,www.maxlinear.com
HPP,www.hudsonpacificproperties.com
NWBI,www.northwestsavingsbank.com
CCRN,www.crosscountryhealthcare.com
OII,www.oceaneering.com
OSGB,www.osg.com
SCAI,www.scasurgery.com
DRNA,www.dicerna.com
LC,www.lendingclub.com
OMN,www.omnova.com
PCTI,www.pctel.com
GRPN,www.groupon.com
TRCO,www.tribunemedia.com
ALLB,www.allianceanytime.com
CUTR,www.cutera.com
NCT,www.newcastleinv.com
SNDK,www.sandisk.com
EL,www.elcompanies.com
LOV,www.spark.net
K,www.kelloggcompany.com
CYNI,www.cyaninc.com
FNB,www.fnbcorporation.com
SGU,www.star-gas.com
ESCA,www.escaladeinc.com
SPN,www.superiorenergy.com
WIRE,www.encorewire.com
CAKE,www.thecheesecakefactory.com
BWLD,www.buffalowildwings.com
CMO,www.capstead.com
CDR,www.cedarrealtytrust.com
PX,www.praxair.com
WLK,www.westlake.com
ITT,www.itt.com
IP,www.internationalpaper.com
BBX,www.bbxcapital.com
RESI,www.altisourceresi.com
DGII,www.digi.com
UTEK,www.ultratech.com
BYD,www.boydgaming.com
WPZ,www.williamslp.com
CVV,www.cvdequipment.com
BDN,www.brandywinerealty.com
OMEX,www.shipwreck.net
MTOR,www.meritor.com
HURN,www.huronconsultinggroup.com
EXLS,www.exlservice.com
BWA,www.borgwarner.com
AMT,www.americantower.com
CPS,www.cooperstandard.com
EMN,www.eastman.com
CLMT,www.calumetspecialty.com
AHGP,www.ahgp.com
ASTI,www.ascentsolar.com
FLXS,www.flexsteel.com
FEIM,www.freqelec.com
IPGP,www.ipgphotonics.com
HNSN,www.hansenmedical.com
CDW,www.cdw.com
SHLO,www.shiloh.com
DEPO,www.depomedinc.com
AMP,www.ameriprise.com
VLO,www.valero.com
DAR,www.darlingii.com
AWX,www.avalonholdings.com
NHTB,www.snl.com
WSFS,www.wsfsbank.com
PENN,www.pngaming.com
HK,www.halconresources.com
LMAT,www.lemaitre.com
IPHS,www.innophos.com
ICFI,www.icfi.com
OSIR,www.osiristx.com
ABT,www.abbott.com
AET,www.aetna.com
TEG,www.integrysgroup.com
WOR,www.worthingtonindustries.com
YORW,www.yorkwater.com
JKHY,www.jackhenry.com
ACLS,www.axcelis.com
GYRO,www.gyrodyne.com
LOJN,www.lojack.com
HTLD,www.heartlandexpress.com
ESE,www.escotechnologies.com
BSM,www.blackstoneminerals.com
ISDR,www.issuerdirect.com
VAL,www.valspar.com
GHC,www.ghco.com
NAME,www.rightside.co
PBHC,www.pathfinderbancorpinc.com
SQI,www.sciquest.com
LRN,www.k12.com
CFNB,www.calfirstbancorp.com
GNCMA,www.gci.com
ACAT,www.arctic-cat.com
SASR,www.sandyspringbank.com
BBGI,www.bbgi.com
JWN,www.nordstrom.com
SLM,www.salliemae.com
EQM,www.eqtmidstreampartners.com
NYLD.A,www.nrgyield.com
LPCN,www.lipocine.com
TSO,www.tsocorp.com
TOF,www.tofutti.com
TTEK,www.tetratech.com
RNET,www.rig.net
TRCH,www.torchlightenergy.com
CTRV,www.contravir.com
CERU,www.ceruleanrx.com
APDN,www.adnas.com
OWW,www.orbitz.com
JCOM,www.j2global.com
COWN,www.cowen.com
PEI,www.preit.com
ROKA,www.rokabio.com
NSAM,www.nsamgroup.com
ACY,www.aerocentury.com
EIX,www.edison.com
VRTX,www.vrtx.com
SGMO,www.sangamo.com
P,www.pandora.com
TISI,www.teamindustrialservices.com
ATR,www.aptar.com
MN,www.manning-napier.com
GWRE,www.guidewire.com
VAC,www.marriottvacationsworldwide.com
TLMR,https://www.snl.com
HGT,www.hugotontrust.com
WCC,www.wesco.com
RATE,www.bankrate.com
NSM,www.nationstarholdings.com
ZBB,www.zbbenergy.com
CDTI,www.cdti.com
PHH,www.phh.com
TWTR,www.twitter.com
TPUB,www.tribpub.com
MFNC,www.bankmbank.com
DRII,www.diamondresorts.com
BDE,www.blackdiamond-inc.com
SAVE,www.spiritair.com
UIL,www.uil.com
UTL,www.unitil.com
BMRC,www.bankofmarin.com
VNTV,www.vantiv.com
SPWH,www.sportsmanswarehouse.com
MYGN,www.myriad.com
UNIS,www.unilife.com
NUVA,www.nuvasive.com
KEX,www.kirbycorp.com
LZB,www.la-z-boy.com
WBB,www.westburybankwi.com
SAM,www.bostonbeer.com
GLOW,www.glowpoint.com
RJET,www.rjet.com
STRS,www.stratusproperties.com
LAYN,www.layne.com
AMZN,www.amazon.com
MCHX,www.marchex.com
USNA,www.usanahealthsciences.com
UNFI,www.unfi.com
HCHC,www.HC2.com
GEL,www.genesisenergy.com
ACOR,www.acorda.com
ALOT,www.astro-medinc.com
BDX,www.bd.com
3GTHP,www.guidedinc.com
NWY,www.nyandcompany.com
ITW,www.itwinc.com
EMCI,www.emcins.com
CNTY,www.cnty.com
UFPI,www.ufpi.com
TRAK,www.dealertrack.com
CRD.A,www.crawfordandcompany.com
CWT,www.calwatergroup.com
MIDD,www.middleby.com
IACI,www.iac.com
CAC,www.camdennational.com
CHCI,www.comstockhomebuilding.com
EDR,www.edrtrust.com
AFSI,www.amtrustgroup.com
AIRI,www.airindustriesgroup.com
F,www.ford.com
FELE,www.franklin-electric.com
LH,www.labcorp.com
DGAS,www.deltagas.com
GRC,www.gormanrupp.com
GLF,www.gulfmark.com
RSG,www.republicservices.com
FCCO,NULL
MMC,www.mmc.com
MHFI,www.mhfi.com
NBBC,www.newbridgebank.com
NWLI,www.nationalwesternlife.com
CECE,www.cecoenviro.com
AA,www.alcoa.com
FL,www.footlocker-inc.com
INCR,www.incresearch.com
STRA,www.strayereducation.com
MDCO,www.themedicinescompany.com
ATVI,www.activisionblizzard.com
KBIO,www.kalobios.com
NVDA,www.nvidia.com
AVNW,www.aviatnetworks.com
ARAY,www.accuray.com
BA,www.boeing.com
ENRJ,www.enerjex.com
PERF,www.perfumaniaholdingsinc.com
ANAT,www.anico.com
AP,www.ampcopittsburgh.com
ARCB,www.arcb.com
CRC,www.crc.com
IRM,www.ironmountain.com
AMCO,www.armcometals.com
3ACLZ,www.accelerizenewmedia.com
ERB,www.erbadiagnostics.com
FFNW,www.fsbnw.com
RBCN,www.rubicontechnology.com
LNBB,www.4lnb.com
GOGO,www.gogoair.com
HTBI,www.hometrustbancshares.com
DAKP,www.dakotaplains.com
SDR,NULL
TNC,www.tennantco.com
EQIX,www.equinix.com
SREV,www.servicesource.com
AL,www.airleasecorp.com
RT,www.rubytuesday.com
MYCC,www.clubcorp.com
WNRL,www.wnrl.com
DPS,www.drpeppersnapple.com
ERII,www.energyrecovery.com
CMFN,www.cmfn-inc.com
CVEO,www.civeo.com
HGG,www.hhgregg.com
PEG,www.pseg.com
BDMS,www.perfectteeth.com
SWN,www.swn.com
SPAN,www.spanamerica.com
BOKF,www.bokf.com
ROST,www.rossstores.com
RDC,www.rowancompanies.com
R,www.ryder.com
SALM,www.salem.cc
TRNO,www.terreno.com
EPAM,www.epam.com
PRSS,www.cafepressinc.com
CEMP,www.cempra.com
HBHC,www.hancockbank.com
ETM,www.entercom.com
TST,www.thestreet.com
BRCD,www.brocade.com
CLDT,www.chathamlodgingtrust.com
SKYW,www.skywest.com
O,www.realtyincome.com
HTWR,www.heartware.com
FE,www.firstenergycorp.com
OMI,www.owens-minor.com
PBPB,www.potbelly.com
NMBL,www.nimblestorage.com
UG,www.u-g.com
LAND,www.gladstoneland.com
ORCL,www.oracle.com
CONE,www.cyrusone.com
PCYC,www.pharmacyclics.com
WAT,www.waters.com
NXST,www.nexstar.tv
TCBI,www.texascapitalbank.com
TTPH,www.tphase.com
CMRX,www.chimerix.com
HMTV,www.hemispheretv.com
RCPT,www.receptos.com
3EKSO,www.eksobionics.com
EARN,www.earnreit.com
TGEN,www.tecogen.com
WSTL,www.westell.com
BHB,www.bhbt.com
HA,www.hawaiianair.com
IM,www.ingrammicro.com
SP,www.spplus.com
AZZ,www.azz.com
ROP,www.roperind.com
HSKA,www.heska.com
BWFG,www.mybankwell.com
MICT,www.micronet-enertec.com
AEC,www.associatedestates.com
CPLA,www.capellaeducationcompany.com
KONA,www.konagrill.com
BDBD,www.boulderbrands.com
CSC,www.csc.com
MCRI,www.monarchcasino.com
ARRS,www.arrisi.com
HBOS,www.eheritagebank.com
EGLE,www.eagleships.com
CELG,www.celgene.com
QUMU,www.qumu.com
SM,www.sm-energy.com
CKH,www.seacorholdings.com
SSFN,www.asbnow.com
MBRG,www.middleburgbank.com
TEAR,www.tearlab.com
PBIP,www.prudentialsavingsbank.com
DIS,www.thewaltdisneycompany.com
OMC,www.omnicomgroup.com
EDUC,www.edcpub.com
LUNA,www.lunainc.com
ARTX,www.arotech.com
MAC,www.macerich.com
NMRX,www.numerex.com
RNWK,www.realnetworks.com
GV,www.goldfieldcorp.com
GT,www.goodyear.com
LWAY,www.lifeway.net
PDII,www.pdi-inc.com
WCN,www.wasteconnections.com
EGBN,www.eaglebankcorp.com
CTSH,www.cognizant.com
LMCA,www.libertymedia.com
SIGI,www.selectiveinsurance.com
SUSQ,www.susquehanna.net
UBSI,www.ubsi-inc.com
ESS,www.essexpropertytrust.com
CVLT,www.commvault.com
ORBC,www.orbcomm.com
ATRI,www.atrioncorp.com
WSM,www.williams-sonomainc.com
ZION,www.zionsbancorporation.com
DW,www.drewindustries.com
3KDUS,NULL
PEGA,www.pega.com
PTIE,www.paintrials.com
HRS,www.harris.com
CNP,www.centerpointenergy.com
CUR,www.neuralstem.com
III,www.informationsg.com
HF,www.hfflp.com
RKDA,www.arcadiabio.com
MVIS,www.microvision.com
MMP,www.magellanlp.com
WMGI,www.wmt.com
IRC,www.inlandrealestate.com
H,www.hyatt.com
ANDE,www.andersonsinc.com
AMAT,www.appliedmaterials.com
SZMK,www.sizmek.com
ALSK,www.alaskacommunications.com
RCPI,www.rockcreekpharmaceuticals.com
UE,www.uedge.com
LPSB,www.laportesavingsbank.com
MDCA,www.mdc-partners.com
CUBI,www.customersbank.com
MM,www.millennialmedia.com
FELP,www.foresight.com
CLIR,clearsign.com
OFC,www.copt.com
COH,www.coach.com
MSA,www.msasafety.com
LRCX,www.lamresearch.com
PAHC,www.pahc.com
ATHN,www.athenahealth.com
WTR,www.aquaamerica.com
IPDN,www.profusional.com
OVLY,www.ovcb.com
LIVE,livedeal.com
PRA,www.proassurance.com
VIAS,www.viasystems.com
AMID,www.americanmidstream.com
SIAL,www.sigmaaldrich.com
NLS,www.nautilusinc.com
FISI,www.fiiwarsaw.com
ECPG,www.encorecapital.com
EGOV,www.egov.com
DWRE,www.demandware.com
XLS,www.exelisinc.com
ACHC,www.acadiahealthcare.com
RBC,www.regal-beloit.com
TREX,www.trex.com
BSFT,www.broadsoft.com
ONE,www.higherone.com
LION,www.lionbank.com
XPO,www.xpocorporate.com
AINV,www.apolloic.com
RLYP,www.relypsa.com
CARA,www.caratherapeutics.com
CBAY,www.cymabay.com
NTCT,www.netscout.com
ENT,www.globaleagleent.com
S,www.sprint.com
BDCV,www.BDCV.com
MUR,www.murphyoilcorp.com
CDNS,www.cadence.com
AEPI,www.aepinc.com
NGVC,www.naturalgrocers.com
EPD,www.enterpriseproducts.com
FSL,www.freescale.com
NVIV,www.invivotherapeutics.com
LXK,www.lexmark.com
MMLP,www.martinmidstream.com
